custom_id,"(000,jobs)","(100,days)","(116th,congress)","(2019,congressional)","(21st,century)","(6,million)","(9,11)","(abortion,survivors)","(access,quality)","(act,2019)","(affordable,care)","(affordable,health)","(affordable,housing)","(african,american)","(ag,barr)","(air,force)","(alive,abortion)","(american,families)","(american,people)","(american,workers)","(anti,semitic)","(anti,semitism)","(art,competition)","(attorney,barr)","(background,checks)","(bipartisan,bill)","(bipartisan,legislation)","(border,patrol)","(border,security)","(border,wall)","(born,alive)","(brave,women)","(capitol,hill)","(care,act)","(care,system)","(child,care)","(civil,rights)","(clean,energy)","(clean,water)","(climate,change)","(climate,crisis)","(climateactionnow,act)","(committee,hearing)","(common,sense)","(congressional,art)","(congressional,delegation)","(congressional,district)","(continue,fight)","(continue,support)","(counsel,mueller)","(create,jobs)","(crisis,border)","(crisis,southern)","(dc,office)","(disaster,relief)","(discharge,petition)","(domestic,violence)","(donald,trump)","(drug,prices)","(economic,development)","(economic,growth)","(election,day)","(emergency,declaration)","(equal,pay)","(existing,conditions)","(fairness,act)","(family,friends)","(farm,bill)","(farmers,ranchers)","(federal,agency)","(federal,employees)","(federal,funding)","(federal,government)","(federal,workers)","(forthepeople,act)","(forward,continuing)","(forward,seeing)","(free,internet)","(future,generations)","(george,bush)","(government,shutdown)","(green,deal)","(gt,gt)","(gun,violence)","(happy,birthday)","(happy,easter)","(health,care)","(health,insurance)","(homeland,security)","(house,democrats)","(house,dems)","(house,floor)","(house,passed)","(house,representatives)","(house,senate)","(human,rights)","(humanitarian,crisis)","(immigration,system)","(introduced,bill)","(issues,facing)","(join,colleagues)","(judiciary,committee)","(king,jr)","(law,enforcement)","(lives,lost)","(look,forward)","(looking,forward)","(loved,ones)","(low,income)","(luther,king)","(martin,luther)","(maternal,health)","(medical,care)","(mental,health)","(middle,class)","(million,americans)","(millions,americans)","(mobile,office)","(move,forward)","(mueller,investigation)","(mueller,report)","(national,emergency)","(national,guard)","(national,park)","(national,parks)","(national,security)","(natural,resources)","(north,carolina)","(office,hours)","(op,ed)","(opioid,crisis)","(opioid,epidemic)","(paris,agreement)","(passed,house)","(past,time)","(paycheck,fairness)","(paycheckfairness,act)","(paying,jobs)","(people,deserve)","(people,pre)","(please,join)","(pre,existing)","(prescription,drug)","(prescription,drugs)","(president,george)","(president,realdonaldtrump)","(president,trump)","(press,conference)","(pro,growth)","(protection,act)","(proud,cosponsor)","(proud,join)","(proud,stand)","(proud,support)","(public,health)","(public,lands)","(public,service)","(puerto,rico)","(quality,affordable)","(read,statement)","(reopen,government)","(robert,mueller)","(rule,law)","(rural,communities)","(save,lives)","(savethenet,act)","(school,students)","(secure,border)","(senate,floor)","(sent,letter)","(service,country)","(sexual,assault)","(signed,law)","(social,security)","(south,carolina)","(southern,border)","(special,counsel)","(sri,lanka)","(subcommittee,hearing)","(supreme,court)","(survivors,protection)","(taking,time)","(task,force)","(tax,cuts)","(tax,reform)","(tax,returns)","(thank,service)","(time,congress)","(town,hall)","(town,halls)","(trump,admin)","(trump,administration)","(trump,campaign)","(unemployment,rate)","(victims,families)","(violence,women)","(voting,rights)","(watch,live)","(white,house)","(women,act)",name,party,position,score_0,score_115,score_116,state
263,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,Abby Finkenauer,D,H,0.0,,0.0,Iowa 1st District
516,0,7,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,1,1,5,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,4,0,0,Abigail Spanberger,D,H,0.0,,0.0,Virginia 7th District
242,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,4,0,2,0,2,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3,0,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,Adam Kinzinger,R,H,0.9344262295081968,0.9895833333333334,0.7307692307692307,Illinois 16th District
142,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,0,7,2,0,0,0,2,1,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,1,1,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,1,0,0,2,1,1,3,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,3,18,3,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,1,0,1,3,0,0,0,0,0,3,1,6,0,0,1,0,0,0,1,0,0,0,0,0,2,4,2,0,2,0,0,0,0,0,1,0,0,0,0,1,4,8,0,0,0,1,0,9,0,Adam Schiff,D,H,0.17886178861788618,0.22916666666666666,0.0,California 28th District
528,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,0,0,2,0,3,0,0,0,0,4,0,0,1,1,1,1,4,1,1,4,2,0,0,2,2,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0,2,0,1,3,0,2,0,0,1,0,0,3,0,0,7,0,0,2,1,0,0,0,0,2,2,1,0,0,1,0,2,2,1,3,0,0,0,2,2,0,1,1,1,0,0,0,0,1,0,4,0,1,0,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,5,1,4,1,3,2,0,1,5,0,0,0,0,1,2,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,4,0,0,1,1,1,0,0,1,Adam Smith,D,H,0.1111111111111111,0.14444444444444446,0.0,Washington 9th District
339,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,1,1,10,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,6,0,1,1,1,0,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Adrian Smith,R,H,0.9426229508196722,0.9473684210526316,0.925925925925926,Nebraska 3rd District
364,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Adriano Espaillat,D,H,0.08943089430894309,0.11458333333333333,0.0,New York 13th District
501,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,4,0,0,0,0,0,0,3,1,1,0,4,0,6,0,0,4,0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,7,2,1,0,Al Green,D,H,0.13821138211382114,0.17708333333333334,0.0,Texas 9th District
212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al Lawson,D,H,0.29310344827586204,0.37777777777777777,0.0,Florida 5th District
163,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,14,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,13,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,12,0,0,0,0,1,3,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0,1,1,6,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,15,0,0,3,4,8,3,3,5,4,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,1,1,0,0,2,9,1,1,6,0,0,0,0,0,1,0,1,0,0,0,6,1,0,1,2,0,2,1,2,Alan Lowenthal,D,H,0.12605042016806722,0.16304347826086954,0.0,California 47th District
356,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,Albio Sires,D,H,0.18487394957983194,0.2391304347826087,0.0,New Jersey 8th District
201,0,0,1,0,0,0,0,0,0,8,1,1,0,1,3,0,0,1,4,1,1,7,0,3,2,0,0,0,1,1,0,0,1,1,0,0,0,1,3,7,2,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,2,0,0,0,0,0,5,2,1,0,0,0,4,1,0,4,2,1,0,0,0,0,0,0,0,4,1,0,9,3,2,1,0,0,2,3,2,3,1,0,0,1,1,0,1,2,0,3,1,2,2,1,1,2,1,1,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,5,1,0,0,0,3,1,0,1,4,15,4,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,Alcee L. Hastings,D,H,0.09565217391304348,0.12222222222222222,0.0,Florida 20th District
530,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Alex Mooney,R,H,0.8617886178861789,0.84375,0.925925925925926,West Virginia 2nd District
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexandria Ocasio-Cortez,D,H,0.1111111111111111,,0.1111111111111111,New York 14th District
390,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,72,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,Alma Adams,D,H,0.13559322033898305,0.17391304347826084,0.0,North Carolina 12th District
109,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,2,1,1,0,0,4,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,Amata Radewagen,R,H,,,,American Samoa At-Large
173,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,7,0,1,0,0,0,0,7,1,1,0,0,0,2,0,2,0,0,5,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,1,1,1,0,2,0,6,0,0,1,2,0,19,4,0,0,0,1,3,0,0,2,0,0,0,1,2,0,0,0,0,4,1,1,0,1,1,1,0,1,0,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,9,0,1,0,1,2,1,1,0,0,0,0,0,1,6,1,0,0,0,0,3,0,0,0,0,1,1,8,0,0,1,2,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,2,2,1,0,0,0,Ami Bera,D,H,0.3008130081300813,0.3854166666666667,0.0,California 7th District
260,0,1,3,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,4,0,0,1,1,1,0,1,0,0,2,0,1,3,0,0,0,0,5,2,1,1,1,0,0,1,0,1,0,2,0,0,2,2,3,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,10,0,0,0,2,0,0,1,1,0,3,0,1,1,1,1,0,0,2,2,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,André Carson,D,H,0.13793103448275862,0.1797752808988764,0.0,Indiana 7th District
276,3,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,5,0,1,0,0,0,0,0,0,1,11,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,2,0,1,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,3,0,3,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,2,1,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,1,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,Andy Barr,R,H,0.9674796747967479,0.96875,0.9629629629629628,Kentucky 6th District
114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,7,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,2,0,0,0,1,1,0,0,1,0,2,0,0,2,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,3,1,0,2,0,1,0,0,1,2,3,0,3,2,0,0,2,2,0,0,0,0,1,0,0,0,4,0,3,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Andy Biggs,R,H,0.7723577235772358,0.7291666666666666,0.925925925925926,Arizona 5th District
285,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5,2,0,0,2,0,1,0,1,3,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,2,0,0,0,0,1,0,0,1,4,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,0,0,2,0,5,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,6,1,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,2,0,1,1,0,0,1,0,2,0,1,0,1,1,0,0,2,1,0,1,0,9,1,0,0,0,1,1,0,0,0,0,0,Andy Harris,R,H,0.9016393442622952,0.8736842105263158,1.0,Maryland 1st District
351,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,1,1,0,0,1,1,0,4,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,9,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,4,10,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,0,2,0,7,4,0,0,0,0,0,1,0,0,1,1,Andy Kim,D,H,0.0,,0.0,New Jersey 3rd District
317,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,3,2,0,0,0,4,0,0,2,1,0,1,0,0,0,0,0,0,1,3,8,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,3,2,9,3,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,0,2,0,2,0,3,0,1,0,0,1,0,0,0,3,0,0,0,3,1,2,0,0,0,0,0,2,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,1,0,0,0,0,0,15,0,0,1,0,0,0,0,1,1,0,0,Angie Craig,D,H,0.0,,0.0,Minnesota 2nd District
111,0,4,2,1,1,1,0,0,0,0,1,0,0,0,2,0,0,2,5,0,0,0,4,0,2,0,1,0,0,1,0,0,3,1,1,1,0,1,0,5,2,7,0,0,4,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2,5,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0,13,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,5,1,0,0,0,1,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,2,6,0,0,5,0,0,0,0,0,1,0,0,Ann Kirkpatrick,D,H,0.0,,0.0,Arizona 2nd District
345,0,0,2,0,4,1,0,0,7,0,1,1,3,0,0,0,0,0,6,0,0,3,1,1,0,0,4,0,3,0,0,1,0,1,0,0,9,3,0,1,0,1,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,2,0,2,0,1,1,4,0,1,0,0,0,1,0,0,0,2,3,0,1,1,1,0,0,0,0,2,1,3,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,2,1,2,5,1,2,1,1,0,1,4,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,1,2,0,4,1,4,1,0,1,0,0,1,1,4,3,5,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,1,0,Ann Kuster,D,H,0.2892561983471074,0.3723404255319149,0.0,New Hampshire 2nd District
329,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,1,12,2,0,0,0,1,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,2,1,1,5,0,7,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,13,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,12,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Ann Wagner,R,H,0.9666666666666668,0.9684210526315791,0.96,Missouri 2nd District
131,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,3,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,0,2,0,0,11,0,0,1,0,1,0,0,0,0,0,1,1,0,0,9,1,2,4,1,0,0,0,0,3,1,1,2,0,0,0,5,2,0,0,0,0,4,0,0,8,5,0,0,0,0,5,0,0,3,2,0,2,0,0,1,0,1,1,5,0,0,1,0,0,0,0,0,2,1,3,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,5,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,3,1,0,0,0,0,1,2,2,0,0,2,1,0,2,0,0,0,2,0,5,1,0,6,4,0,4,0,0,1,1,4,0,0,1,Anna G. Eshoo,D,H,0.15384615384615385,0.1978021978021978,0.0,California 18th District
374,1,5,0,1,0,0,1,0,3,0,0,3,2,0,0,0,0,0,0,0,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,4,0,1,0,0,0,1,0,0,3,0,0,1,0,1,2,0,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,19,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,4,1,3,1,1,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,0,2,2,1,0,0,0,1,0,0,1,1,0,1,2,1,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,2,0,4,0,0,0,1,0,1,0,2,0,0,0,0,1,0,12,2,0,0,0,0,2,1,0,0,2,1,Anthony Brindisi,D,H,0.037037037037037035,,0.037037037037037035,New York 22nd District
