Congress_id,Name,State,Twitter,Facebook,Position
252,"Krishnamoorthi, Raja",Illinois 8th District,@RajaForCongress,https://www.facebook.com/RajaForCongress,House
253,"Schakowsky, Jan",Illinois 9th District,@janschakowsky,https://www.facebook.com/janschakowsky,House
254,"Visclosky, Peter",Indiana 1st District,@RepVisclosky,https://www.facebook.com/repvisclosky,House
255,"Walorski, Jackie",Indiana 2nd District,@RepWalorski,https://www.facebook.com/RepJackieWalorski,House
256,"Banks, Jim",Indiana 3rd District,@Jim_Banks,https://www.facebook.com/JimBanksforCongress,House
257,"Baird, James",Indiana 4th District,@RepJimBaird,https://www.facebook.com/RepJimBaird,House
258,"Brooks, Susan W.",Indiana 5th District,@SusanWBrooks,https://www.facebook.com/CongresswomanSusanWBrooks,House
259,"Pence, Greg",Indiana 6th District,@RepGregPence,https://www.facebook.com/RepGregPence,House
260,"Carson, André",Indiana 7th District,@RepAndreCarson,https://www.facebook.com/CongressmanAndreCarson,House
261,"Bucshon, Larry",Indiana 8th District,@RepLarryBucshon,https://www.facebook.com/RepLarryBucshon,House
262,"Hollingsworth, Trey",Indiana 9th District,@VoteForTrey,https://www.facebook.com/VoteTrey,House
263,"Finkenauer, Abby",Iowa 1st District,@RepFinkenauer,https://www.facebook.com/RepAbbyFinkenauer,House
264,"Loebsack, David",Iowa 2nd District,@daveloebsack,https://www.facebook.com/DaveLoebsack,House
265,"Axne, Cynthia",Iowa 3rd District,@RepCindyAxne,https://www.facebook.com/RepCindyAxne,House
266,"King, Steve",Iowa 4th District,@SteveKingIA,https://www.facebook.com/SteveKingIA,House
267,"Marshall, Roger",Kansas 1st District,@RogerMarshallMD,https://www.facebook.com/DrRogerMarshall,House
268,"Watkins, Steve",Kansas 2nd District,@Rep_Watkins,https://www.facebook.com/CongressmanSteveWatkins,House
269,"Davids, Sharice",Kansas 3rd District,@RepDavids,https://www.facebook.com/RepDavids,House
270,"Estes, Ron",Kansas 4th District,@RepRonEstes,https://www.facebook.com/RepRonEstes,House
271,"Comer, James",Kentucky 1st District,@KYComer,https://www.facebook.com/CongressmanJamesComer,House
272,"Guthrie, S. Brett",Kentucky 2nd District,@RepGuthrie,https://www.facebook.com/CongressmanGuthrie,House
273,"Yarmuth, John A.",Kentucky 3rd District,@RepJohnYarmuth,https://www.facebook.com/Congressman-John-Yarmuth-KY-3-214258646163,House
274,"Massie, Thomas",Kentucky 4th District,@RepThomasMassie,https://www.facebook.com/RepThomasMassie,House
275,"Rogers, Harold",Kentucky 5th District,@RepHalRogers,https://www.facebook.com/CongressmanHalRogers,House
