"custom_id","twitter_handle","bigram","custom_id-2","twitter_handle-2","fullname","newssource","newssource_party","newsspource_lean"
2020,"YLindaQiu","(create,jobs)",2020,"YLindaQiu","Linda Qiu","nytimes","D","d_solid"
2020,"YLindaQiu","(op,ed)",2020,"YLindaQiu","Linda Qiu","nytimes","D","d_solid"
2020,"YLindaQiu","(health,care)",2020,"YLindaQiu","Linda Qiu","nytimes","D","d_solid"
2021,"TomTolesToons","(green,deal)",2021,"TomTolesToons","Tom Toles","washingtonpost","D","d_lean"
2021,"TomTolesToons","(climate,change)",2021,"TomTolesToons","Tom Toles","washingtonpost","D","d_lean"
2021,"TomTolesToons","(health,care)",2021,"TomTolesToons","Tom Toles","washingtonpost","D","d_lean"
2022,"martyweilwapost","(president,trump)",2022,"martyweilwapost","Martin Weil","washingtonpost","D","d_lean"
2022,"martyweilwapost","(african,american)",2022,"martyweilwapost","Martin Weil","washingtonpost","D","d_lean"
2022,"martyweilwapost","(border,patrol)",2022,"martyweilwapost","Martin Weil","washingtonpost","D","d_lean"
2023,"DreaCornejo","(donald,trump)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(mueller,report)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(puerto,rico)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(capitol,hill)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(president,trump)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(government,shutdown)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(president,trump)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(homeland,security)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(president,trump)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(trump,campaign)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(border,wall)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(climate,change)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(sexual,assault)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(president,trump)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(white,house)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(special,counsel)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(tax,cuts)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(law,enforcement)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(lives,lost)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
2023,"DreaCornejo","(president,trump)",2023,"DreaCornejo","Andrea Cornejo","washingtonpost","D","d_lean"
