Senator,State,Twitter,Facebook
"Keating, William",Massachusetts 9th District,@USRepKeating,https://www.facebook.com/Congressman.Keating
"Mitchell, Paul",Michigan 10th District,@PaulMitchell4us,https://www.facebook.com/PaulMitchellforUS
"Stevens, Haley",Michigan 11th District,@RepHaleyStevens,https://www.facebook.com/RepHaleyStevens
"Dingell, Debbie",Michigan 12th District,@RepDebDingell,https://www.facebook.com/RepDebbieDingell
"Tlaib, Rashida",Michigan 13th District,@RepRashida,https://www.facebook.com/RepRashida
"Lawrence, Brenda",Michigan 14th District,@RepLawrence,https://www.facebook.com/Rep-Brenda-Lawrence-395759603917487
"Bergman, Jack",Michigan 1st District,@JackBergman_MI1,https://www.facebook.com/BergmanforCongress
"Huizenga, Bill",Michigan 2nd District,@RepHuizenga,https://www.facebook.com/rephuizenga
"Amash, Justin",Michigan 3rd District,@justinamash,https://www.facebook.com/repjustinamash
"Moolenaar, John",Michigan 4th District,@RepMoolenaar,https://www.facebook.com/RepMoolenaar
"Kildee, Daniel",Michigan 5th District,@RepDanKildee,https://www.facebook.com/RepDanKildee
"Upton, Fred",Michigan 6th District,@RepFredUpton,https://www.facebook.com/RepFredUpton
"Walberg, Tim",Michigan 7th District,@RepWalberg,https://www.facebook.com/RepWalberg
"Slotkin, Elissa",Michigan 8th District,@HouseDemocrats,https://www.facebook.com/HouseDemocrats
"Levin, Sander",Michigan 9th District,@repsandylevin,https://www.facebook.com/RepSandyLevin
"Hagedorn, Jim",Minnesota 1st District,@RepHagedorn,https://www.facebook.com/RepHagedorn
"Craig, Angie",Minnesota 2nd District,@RepAngieCraig,https://www.facebook.com/RepAngieCraig
"Phillips, Dean",Minnesota 3rd District,@RepDeanPhillips,https://www.facebook.com/RepDeanPhillips
"McCollum, Betty",Minnesota 4th District,@BettyMcCollum04,https://www.facebook.com/repbettymccollum
"Omar, Ilhan",Minnesota 5th District,@Ilhan,https://www.facebook.com/RepIlhan/
"Emmer, Tom",Minnesota 6th District,@RepTomEmmer,https://www.facebook.com/reptomemmer
"Peterson, Collin C.",Minnesota 7th District,@collinpeterson,https://www.facebook.com/pages/Collin-Peterson/6595227967?sk=wall
"Stauber, Pete",Minnesota 8th District,@RepPeteStauber,https://www.facebook.com/RepPeteStauber/
"Kelly, Trent",Mississippi 1st District,@RepTrentKelly,https://www.facebook.com/RepTrentKelly
"Thompson, Bennie G.",Mississippi 2nd District,@BennieGThompson,https://www.facebook.com/Congressman-Bennie-G-Thompson-7259193379
"Guest, Michael",Mississippi 3rd District,@RepMichaelGuest,https://www.facebook.com/RepMichaelGuest
"Palazzo, Steven",Mississippi 4th District,@CongPalazzo,https://www.facebook.com/stevenpalazzo
"Clay Jr., William “Lacy”",Missouri 1st District,@LacyClayMO1,https://www.facebook.com/lacy.clay.3
"Wagner, Ann",Missouri 2nd District,@RepAnnWagner,https://www.facebook.com/RepAnnWagner
"Luetkemeyer, Blaine",Missouri 3rd District,@RepBlainePress,https://www.facebook.com/BlaineLuetkemeyer
"Hartzler, Vicky",Missouri 4th District,@RepHartzler,https://www.facebook.com/Congresswoman.Hartzler
"Cleaver, Emanuel",Missouri 5th District,@repcleaver,https://www.facebook.com/emanuelcleaverii
"Graves, Sam",Missouri 6th District,@RepSamGraves,https://www.facebook.com/Sam-Graves-118514606128
"Long, Billy",Missouri 7th District,@USRepLong,https://www.facebook.com/BillyLongforCongress
"Smith, Jason",Missouri 8th District,@RepJasonSmith,https://www.facebook.com/repjasonsmith
"Gianforte, Greg",Montana At-Large,,https://www.facebook.com/RepGianforte/
"Fortenberry, Jeff",Nebraska 1st District,@JeffFortenberry,https://www.facebook.com/jefffortenberry
"Bacon, Don",Nebraska 2nd District,@DonBacon2016,https://www.facebook.com/DonBacon2016
"Smith, Adrian",Nebraska 3rd District,@RepAdrianSmith,https://www.facebook.com/AdrianSmithNE
"Titus, Dina",Nevada 1st District,@repdinatitus,https://www.facebook.com/CongresswomanTitus
"Amodei, Mark",Nevada 2nd District,@MarkAmodeiNV2,https://www.facebook.com/MarkAmodeiNV2
"Lee, Susie",Nevada 3rd District,@RepSusieLee,https://www.facebook.com/susieleenv/
"Horsford, Steven",Nevada 4th District,@RepHorsford,https://www.facebook.com/RepHorsford/
"Pappas, Chris",New Hampshire 1st District,@RepChrisPappas,https://www.facebook.com/RepChrisPappas
"Kuster, Ann",New Hampshire 2nd District,@RepAnnieKuster,https://www.facebook.com/CongresswomanAnnieKuster
"Payne Jr., Donald",New Jersey 10th District,@RepDonaldPayne,https://www.facebook.com/DonaldPayneJr
"Sherrill, Mikie",New Jersey 11th District,@RepSherrill,https://www.facebook.com/RepMikieSherrill/
"Watson Coleman, Bonnie",New Jersey 12th District,@RepBWColeman,https://www.facebook.com/RepBonnieWatsonColeman
"Norcross, Donald",New Jersey 1st District,@DonNorcross4NJ,https://www.facebook.com/DonaldNorcrossNJ
"Van Drew, Jefferson",New Jersey 2nd District,@JeffVanDrew,https://www.facebook.com/VanDrewForCongress/
"Kim, Andy",New Jersey 3rd District,@RepAndyKimNJ,https://www.facebook.com/RepAndyKimNJ/
"Smith, Chris",New Jersey 4th District,@RepChrisSmith,https://www.facebook.com/RepChrisSmith
"Gottheimer, Josh",New Jersey 5th District,@JoshGottheimer,https://www.facebook.com/josh4congress
"Pallone Jr., Frank",New Jersey 6th District,@FrankPallone,https://www.facebook.com/RepFrankPallone
"Malinowski, Tom",New Jersey 7th District,@RepMalinowski,https://www.facebook.com/RepTomMalinowski/
"Sires, Albio",New Jersey 8th District,@RepSires,https://www.facebook.com/RepAlbioSires
"Pascrell Jr., Bill",New Jersey 9th District,@BillPascrell,https://www.facebook.com/pascrell
"Haaland, Debra",New Mexico 1st District,@RepDebHaaland,https://www.facebook.com/RepDebHaaland
"Torres Small, Xochiti",New Mexico 2nd District,@RepTorresSmall,https://www.facebook.com/RepTorresSmall
"Lujan, Ben R.",New Mexico 3rd District,@repbenraylujan,https://www.facebook.com/RepBenRayLujan
"Nadler, Jerrold",New York 10th District,@RepJerryNadler,https://www.facebook.com/CongressmanNadler
"Rose, Max",New York 11th District,@RepMaxRose,https://www.facebook.com/RepMaxRose/
"Maloney, Carolyn",New York 12th District,@RepMaloney,https://www.facebook.com/CarolynMaloney
"Espaillat, Adriano",New York 13th District,@EspaillatNY,https://www.facebook.com/EspaillatForCongress
"Ocasio-Cortez, Alexandria",New York 14th District,@RepAOC,https://www.facebook.com/repAOC/
"Serrano, José E.",New York 15th District,@RepJoseSerrano,https://www.facebook.com/RepJoseSerrano
"Engel, Eliot",New York 16th District,@RepEliotEngel,https://www.facebook.com/RepEliotLEngel
"Lowey, Nita",New York 17th District,@NitaLowey,https://www.facebook.com/nitalowey
"Maloney, Sean Patrick",New York 18th District,@RepSeanMaloney,https://www.facebook.com/repseanmaloney
"Delgado, Antonio",New York 19th District,@RepDelgado,https://www.facebook.com/RepAntonioDelgado
"Zeldin, Lee",New York 1st District,@RepLeeZeldin,https://www.facebook.com/RepLeeZeldin
"Tonko, Paul D.",New York 20th District,@RepPaulTonko,https://www.facebook.com/reppaultonko
"Stefanik, Elise",New York 21st District,@RepStefanik,https://www.facebook.com/RepEliseStefanik
"Brindisi, Anthony",New York 22nd District,@RepBrindisi,https://www.facebook.com/RepBrindisi
"Reed, Tom",New York 23rd District,@RepTomReed,https://www.facebook.com/RepTomReed
"Katko, John",New York 24th District,@RepJohnKatko,https://www.facebook.com/RepJohnKatko
"Morelle, Joseph",New York 25th District,@RepJoeMorelle,https://www.facebook.com/RepJoeMorelle/
"Higgins, Brian",New York 26th District,@RepBrianHiggins,https://www.facebook.com/RepBrianHiggins
"Collins, Chris",New York 27th District,@RepChrisCollins,https://www.facebook.com/RepChrisCollins
"King, Pete",New York 2nd District,@RepPeteKing,https://www.facebook.com/reppeteking
"Suozzi, Tom",New York 3rd District,@Tom_Suozzi,https://www.facebook.com/Tom.Suozzi
"Rice, Kathleen",New York 4th District,@RepKathleenRice,https://www.facebook.com/RepKathleenRice
"Meeks, Gregory W.",New York 5th District,@GregoryMeeks,https://www.facebook.com/gregorymeeksny05
"Meng, Grace",New York 6th District,@RepGraceMeng,https://www.facebook.com/repgracemeng
"Velázquez, Nydia M.",New York 7th District,@NydiaVelazquez,https://www.facebook.com/Nydia-Velazquez-8037068318
"Jeffries, Hakeem",New York 8th District,@RepJeffries,https://www.facebook.com/RepHakeemJeffries
"Clarke, Yvette D.",New York 9th District,@YvetteClarke,https://www.facebook.com/repyvettedclarke
"McHenry, Patrick T.",North Carolina 10th District,@PatrickMcHenry,https://www.facebook.com/CongressmanMcHenry
"Meadows, Mark",North Carolina 11th District,@RepMarkMeadows,https://www.facebook.com/Repmarkmeadows
"Adams, Alma",North Carolina 12th District,@RepAdams,https://www.facebook.com/CongresswomanAdams
"Budd, Ted",North Carolina 13th District,@BuddforCongress,https://www.facebook.com/TedBuddforCongress
"Butterfield, G.K.",North Carolina 1st District,@GKButterfield,https://www.facebook.com/congressmangkbutterfield
"Holding, George",North Carolina 2nd District,@GeorgeHolding,https://www.facebook.com/CongressmanGeorgeHolding
"Jones, Walter B.",North Carolina 3rd District,@RepWalterJones,https://www.facebook.com/Walter-Jones-15083070102
"Price, David",North Carolina 4th District,@RepDavidEPrice,https://www.facebook.com/RepDavidEPrice
"Foxx, Virginia",North Carolina 5th District,@virginiafoxx,https://www.facebook.com/RepVirginiaFoxx
"Walker, Mark",North Carolina 6th District,@RepMarkWalker,https://www.facebook.com/RepMarkWalker
"Rouzer, David",North Carolina 7th District,@RepDavidRouzer,https://www.facebook.com/RepRouzer
"Hudson, Richard",North Carolina 8th District,@RepRichHudson,https://www.facebook.com/RepRichHudson
"Pittenger, Robert",North Carolina 9th District,@reppittenger,https://www.facebook.com/congressmanpittenger
"Armstrong, Kelly",North Dakota At-Large,@RepArmstrongND,https://www.facebook.com/RepArmstrongND
"Sablan, Gregorio",Northern Mariana Islands At-Large,,https://www.facebook.com/Gregorio-Kilili-Camacho-Sablan-153423912663
"Turner, Michael",Ohio 10th District,@RepMikeTurner,https://www.facebook.com/RepMikeTurner?sid=b8c1027c76287aac4c2612af6af9a77c&ref=s
"Fudge, Marcia L.",Ohio 11th District,@RepMarciaFudge,https://www.facebook.com/RepMarciaLFudge
"Balderson, Troy",Ohio 12th District,@RepBalderson,https://www.facebook.com/RepTroyBalderson/
"Ryan, Tim",Ohio 13th District,@RepTimRyan,https://www.facebook.com/timryan
"Joyce, David",Ohio 14th District,@RepDaveJoyce,https://www.facebook.com/RepDaveJoyce
"Stivers, Steve",Ohio 15th District,@RepSteveStivers,https://www.facebook.com/RepSteveStivers
"Gonzalez, Anthony",Ohio 16th District,@RepAGonzalez,https://www.facebook.com/RepAGonzalez
"Chabot, Steve",Ohio 1st District,@RepSteveChabot,https://www.facebook.com/RepSteveChabot
"Wenstrup, Brad",Ohio 2nd District,@RepBradWenstrup,https://www.facebook.com/RepBradWenstrup
"Beatty, Joyce",Ohio 3rd District,@RepBeatty,http://www.facebook.com/pages/Joyce-Beatty
"Jordan, Jim",Ohio 4th District,@Jim_Jordan,https://www.facebook.com/repjimjordan
"Latta, Robert E.",Ohio 5th District,@boblatta,https://www.facebook.com/boblatta
"Johnson, Bill",Ohio 6th District,@RepBillJohnson,https://www.facebook.com/RepBillJohnson?ref=ts
"Gibbs, Bob",Ohio 7th District,@RepBobGibbs,https://www.facebook.com/RepBobGibbs
"Davidson, Warren",Ohio 8th District,@WarrenDavidson,https://www.facebook.com/CongressmanWarrenDavidson
"Kaptur, Marcy",Ohio 9th District,@RepMarcyKaptur,https://www.facebook.com/RepresentativeMarcyKaptur
"Hern, Kevin",Oklahoma 1st District,@RepKevinHern,https://www.facebook.com/repkevinhern/
"Mullin, Markwayne",Oklahoma 2nd District,@RepMullin,https://www.facebook.com/RepMullin
"Lucas, Frank",Oklahoma 3rd District,@RepFrankLucas,https://www.facebook.com/RepFrankLucas
"Cole, Tom",Oklahoma 4th District,@TomColeOK04,https://www.facebook.com/TomColeOK04
"Horn, Kendra",Oklahoma 5th District,@RepKendraHorn,https://www.facebook.com/RepKendraHorn/
"Bonamici, Suzanne",Oregon 1st District,@RepBonamici,https://www.facebook.com/suzannebonamici
"Walden, Greg",Oregon 2nd District,@repgregwalden,https://www.facebook.com/repgregwalden?ref=profile
"Blumenauer, Earl",Oregon 3rd District,@repblumenauer,https://www.facebook.com/blumenauer
"DeFazio, Peter",Oregon 4th District,@RepPeterDeFazio,https://www.facebook.com/RepPeterDeFazio
"Schrader, Kurt",Oregon 5th District,@RepSchrader,https://www.facebook.com/repschrader?ref=ts
"Perry, Scott",Pennsylvania 10th District,@RepScottPerry,https://www.facebook.com/repscottperry
"Smucker, Lloyd",Pennsylvania 11th District,@RepLloyd,https://www.facebook.com/RepSmucker
"Marino, Tom",Pennsylvania 12th District,,
"Joyce, John",Pennsylvania 13th District,@RepJohnJoyce,https://www.facebook.com/RepJohnJoyce/
"Reschenthaler, Guy",Pennsylvania 14th District,@GReschenthaler,https://www.facebook.com/GReschenthaler
"Thompson, Glenn",Pennsylvania 15th District,@CongressmanGT,https://www.facebook.com/CongressmanGT/
"Kelly, Mike",Pennsylvania 16th District,@MikeKellyforPA,https://www.facebook.com/MikeKellyPA/
"Lamb, Conor",Pennsylvania 17th District,@RepConorLamb,https://www.facebook.com/RepConorLamb
"Doyle, Michael",Pennsylvania 18th District,@USRepMikeDoyle,https://www.facebook.com/usrepmikedoyle/
"Fitzpatrick, Brady",Pennsylvania 1st District,@RepBrianFitz,https://www.facebook.com/RepBrianFitzpatrick/
"Boyle, Brendan",Pennsylvania 2nd District,@CongBoyle,https://www.facebook.com/CongressmanBoyle
"Evans, Dwight",Pennsylvania 3rd District,@RepDwightEvans,https://www.facebook.com/RepDwightEvans/
"Dean, Madeleine",Pennsylvania 4th District,@RepDean,https://www.facebook.com/RepMadeleineDean/
"Scanlon, Mary-Gay",Pennsylvania 5th District,@RepMGS,https://www.facebook.com/RepMGS/
"Houlahan, Chrissy",Pennsylvania 6th District,@RepHoulahan,https://www.facebook.com/ChrissyHoulahan/
"Wild, Susan",Pennsylvania 7th District,@RepSusanWild,https://www.facebook.com/repsusanwild
"Cartwright, Matt",Pennsylvania 8th District,@RepCartwright,https://www.facebook.com/CongressmanMattCartwright
"Meuser, Daniel",Pennsylvania 9th District,@RepMeuser,https://www.facebook.com/RepMeuser
"Gonzalez-Colon, Jenniffer",Puerto Rico At-Large,@Jenniffer2012,https://www.facebook.com/JGOPR51
"Cicilline, David",Rhode Island 1st District,@RepCicilline,https://www.facebook.com/CongressmanDavidCicilline
"Langevin, Jim",Rhode Island 2nd District,@jimlangevin,https://www.facebook.com/CongressmanJimLangevin
"Cunningham, Joe",South Carolina 1st District,@RepCunningham,https://www.facebook.com/RepJoeCunningham/
"Wilson, Joe",South Carolina 2nd District,@RepJoeWilson,https://www.facebook.com/JoeWilson
"Duncan, Jeff",South Carolina 3rd District,@RepJeffDuncan,https://www.facebook.com/RepJeffDuncan
"Timmons, William",South Carolina 4th District,@RepTimmons,https://www.facebook.com/RepTimmons/
"Norman, Ralph",South Carolina 5th District,@RepRalphNorman,https://www.facebook.com/RepRalphNorman/
"Clyburn, James E.",South Carolina 6th District,@Clyburn,https://www.facebook.com/jameseclyburn
"Rice, Tom",South Carolina 7th District,@RepTomRice,https://www.facebook.com/reptomrice
"Johnson, Dusty",South Dakota At-Large,@RepDustyJohnson,https://www.facebook.com/RepDustyJohnson/
"Roe, Phil",Tennessee 1st District,@DrPhilRoe,https://www.facebook.com/DrPhilRoe
"Burchett, Tim",Tennessee 2nd District,@RepTimBurchett,https://www.facebook.com/RepTimBurchett/
"Fleischmann, Chuck",Tennessee 3rd District,@RepChuck,https://www.facebook.com/repchuck
"DesJarlais, Scott",Tennessee 4th District,@DesJarlaisTN04,https://www.facebook.com/ScottDesJarlaisTN04
"Cooper, Jim",Tennessee 5th District,@repjimcooper,https://www.facebook.com/JimCooper
"Rose, John W.",Tennessee 6th District,@RepJohnRose,https://www.facebook.com/repjohnrose
"Green, Mark",Tennessee 7th District,@RepMarkGreen,https://www.facebook.com/RepMarkGreenTN/
"Kustoff, David",Tennessee 8th District,@DavidKustoff,https://www.facebook.com/KustoffForCongress
"Cohen, Steve",Tennessee 9th District,@RepCohen,https://www.facebook.com/CongressmanSteveCohen?ref=ts
"McCaul, Michael T.",Texas 10th District,@RepMcCaul,https://www.facebook.com/michaeltmccaul
"Conaway, K. Michael",Texas 11th District,@ConawayTX11,https://www.facebook.com/mike.conaway
"Granger, Kay",Texas 12th District,@RepKayGranger,https://www.facebook.com/RepKayGranger
"Thornberry, Mac",Texas 13th District,@MacTXPress,https://www.facebook.com/repmacthornberry
"Weber, Randy",Texas 14th District,@TXRandy14,https://www.facebook.com/TXRandy14
"Gonzalez, Vincente",Texas 15th District,@VoteVincente,https://www.facebook.com/votevicente
"Escobar, Veronica",Texas 16th District,@RepEscobar,https://www.facebook.com/RepEscobar
,Texas 17th District,@RepBillFlores,https://www.facebook.com/RepBillFlores
"Jackson Lee, Sheila",Texas 18th District,@JacksonLeeTX18,https://www.facebook.com/CongresswomanSheilaJacksonLee
"Arrington, Jodey",Texas 19th District,@JodeyArrington,https://www.facebook.com/JodeyArrington
"Gohmert, Louie",Texas 1st District,@replouiegohmert,https://www.facebook.com/Louie-Gohmert-50375006903
"Castro, Joaquin",Texas 20th District,@JoaquinCastrotx,https://www.facebook.com/JoaquinCastroTX
"Roy, Chip",Texas 21st District,@RepChipRoy,https://www.facebook.com/RepChipRoy
"Olson, Pete",Texas 22nd District,@PeteOlson,https://www.facebook.com/PeteOlsonTX
"Hurd, Will",Texas 23rd District,@HurdOnTheHill,https://www.facebook.com/HurdOnTheHill
"Marchant, Kenny",Texas 24th District,@RepKenMarchant,https://www.facebook.com/RepKennyMarchant
"Williams, Roger",Texas 25th District,@RepRWilliams,https://www.facebook.com/RepRogerWilliams
"Burgess, Michael",Texas 26th District,@michaelcburgess,https://www.facebook.com/michaelcburgess
"Cloud, Michael",Texas 27th District,@RepCloudTX,https://www.facebook.com/RepCloudTX/
"Cuellar, Henry",Texas 28th District,@RepCuellar,https://www.facebook.com/repcuellar
"Garcia, Sylvia",Texas 29th District,@RepSylviaGarcia,https://www.facebook.com/RepSylviaGarcia
"Crenshaw, Dan",Texas 2nd District,@RepDanCrenshaw,https://www.facebook.com/RepDanCrenshaw/
"Johnson, Eddie Bernice",Texas 30th District,@RepEBJ,https://www.facebook.com/CongresswomanEBJtx30
"Carter, John",Texas 31st District,@JudgeCarter,https://www.facebook.com/judgecarter
"Allred, Colin",Texas 32nd District,@RepColinAllred,https://www.facebook.com/RepColinAllred/
"Veasey, Marc",Texas 33rd District,@RepVeasey,https://www.facebook.com/CongressmanMarcVeasey
"Vela, Filemon",Texas 34th District,@RepFilemonVela,https://www.facebook.com/UsCongressmanFilemonVela
"Doggett, Lloyd",Texas 35th District,@RepLloydDoggett,https://www.facebook.com/lloyddoggett
"Babin, Brian",Texas 36th District,@RepBrianBabin,https://www.facebook.com/RepBrianBabin
"Taylor, Van",Texas 3rd District,@RepVanTaylor,https://www.facebook.com/RepVanTaylor
"Ratcliffe, John",Texas 4th District,@RepRatcliffe,https://www.facebook.com/RepRatcliffe
"Gooden, Lance",Texas 5th District,@RepLanceGooden,https://www.facebook.com/RepGooden
"Wright, Ron",Texas 6th District,@RepRonWright,https://www.facebook.com/Congressman-Ron-Wright-594717754318936/?modal=admin_todo_tour
"Fletcher, Lizzie",Texas 7th District,@RepFletcher,https://www.facebook.com/RepFletcher/
"Brady, Kevin",Texas 8th District,@RepKevinBrady,https://www.facebook.com/kevinbrady
"Green, Al",Texas 9th District,@RepAlGreen,https://www.facebook.com/Congressman-Al-Green-224027854297805
"Bishop, Rob",Utah 1st District,@RepHalRogers,https://www.facebook.com/CongressmanHalRogers
"Stewart, Chris",Utah 2nd District,@RepChrisStewart,https://www.facebook.com/RepChrisStewart
"Curtis, John R.",Utah 3rd District,@RepJohnCurtis,https://www.facebook.com/RepJohnCurtis/
"McAdams, Ben",Utah 4th District,@RepBenMcAdams,https://www.facebook.com/RepBenMcAdams/
"Welch, Peter",Vermont At-Large,@PeterWelch,https://www.facebook.com/PeterWelch
"Plaskett, Stacey",Virgin Islands At-Large,@StaceyPlaskett,https://www.facebook.com/repstaceyplaskett
"Wexton, Jennifer",Virginia 10th District,@RepWexton,https://www.facebook.com/CongresswomanWexton
"Connolly, Gerald E. “Gerry”",Virginia 11th District,@GerryConnolly,https://www.facebook.com/CongressmanGerryConnolly
"Wittman, Robert J.",Virginia 1st District,@RobWittman,https://www.facebook.com/RepRobWittman
"Luria, Elaine",Virginia 2nd District,@RepElaineLuria,https://www.facebook.com/RepElaineLuria
"Scott, Robert C.",Virginia 3rd District,@repbobbyscott,https://www.facebook.com/CongressmanBobbyScott
"McEacchin, Donald",Virginia 4th District,@Donald_McEachin,https://www.facebook.com/DonaldMcEachinVA
"Riggleman, Denver",Virginia 5th District,@RepRiggleman,https://www.facebook.com/RepRiggleman
"Cline, Ben",Virginia 6th District,@RepBenCline,https://www.facebook.com/RepBenCline
"Spanberger, Abigail",Virginia 7th District,@RepSpanberger,https://www.facebook.com/RepAbigailSpanberger
"Beyer, Don",Virginia 8th District,@RepDonBeyer,https://www.facebook.com/RepDonBeyer
"Griffith, Morgan",Virginia 9th District,@RepMGriffith,https://www.facebook.com/RepMorganGriffith
"Heck, Denny",Washington 10th District,@RepDennyHeck,https://www.facebook.com/CongressmanDennyHeck
"DelBene, Suzan",Washington 1st District,@RepDelBene,https://www.facebook.com/RepDelBene
"Larsen, Rick",Washington 2nd District,@RepRickLarsen,https://www.facebook.com/RepRickLarsen
"Herrera Beutler, Jaime",Washington 3rd District,@HerreraBeutler,https://www.facebook.com/herrerabeutler
"Newhouse, Dan",Washington 4th District,@RepNewhouse,https://www.facebook.com/RepNewhouse
"McMorris Rodgers, Cathy",Washington 5th District,@cathymcmorris,https://www.facebook.com/mcmorrisrodgers
"Kilmer, Derek",Washington 6th District,@RepDerekKilmer,https://www.facebook.com/derek.kilmer
"Jayapal, Pramila",Washington 7th District,@PramilaJayapal,https://www.facebook.com/Pramila.Jayapal
"Schrier, Kim",Washington 8th District,@RepKimSchrier,https://www.facebook.com/RepKimSchrier/
"Smith, Adam",Washington 9th District,@RepAdamSmith,https://www.facebook.com/RepAdamSmith
"McKinley, David",West Virginia 1st District,@RepMcKinley,https://www.facebook.com/RepMcKinley
"Mooney, Alex",West Virginia 2nd District,@RepAlexMooney,https://www.facebook.com/CongressmanAlexMooney
"Miller, Carol",West Virginia 3rd District,@RepCarolMiller,https://www.facebook.com/RepEvanJenkins
"Steil, Bryan",Wisconsin 1st District,@RepBryanSteil,https://www.facebook.com/RepBryanSteil/
"Pocan, Mark",Wisconsin 2nd District,@repmarkpocan,https://www.facebook.com/repmarkpocan
"Kind, Ron",Wisconsin 3rd District,@RepRonKind,https://www.facebook.com/repronkind?ref=nf
"Moore, Gwen",Wisconsin 4th District,@RepGwenMoore,https://www.facebook.com/GwenSMoore
"Sensenbrenner, F. James",Wisconsin 5th District,@JimPressOffice,https://www.facebook.com/SensenbrennerforCongress
"Grothman, Glenn",Wisconsin 6th District,@RepGrothman,https://www.facebook.com/RepGrothman
"Duffy, Sean P.",Wisconsin 7th District,@RepSeanDuffy,https://www.facebook.com/RepSeanDuffy
"Gallagher, Mike",Wisconsin 8th District,@MikeforWI,https://www.facebook.com/MikeforWisconsin
"Cheney, Liz",Wyoming At-Large,@Liz_Cheney,https://www.facebook.com/CheneyLiz
